SYSTEM_ID,CASE ID,CASE ID,LG_USER_ID,LG_ID_SOGGETTO,LG_LOG_TIME,LG_TERMINAL_NAME,LG_IP_ADDRESS,LG_MAC_ADDRESS,LG_CHANNEL,LG_ROLE,LG_CDR_NAME,LG_ID_SUCCURSALE,LG_ID_BANCA,LG_OPERATION_CODE,LG_NUMERO_CONTO_PARTENZA,LG_DIVISA_PARTENZA,LG_IMPORTO_PARTENZA,LG_NUMERO_CONTO_ARRIVO,LG_DIVISA_ARRIVO,LG_IMPORTO_ARRIVO,LG_VALUTA_OPERAZIONE,LG_TIPO_TITOLO,LG_ID_SOGGETTO_TRATTATO,LG_NUMERO_ORDINE,LG_OPERATION_RESULT,LG_OPCODE_DESCRIPTION,LG_APPLICATION,LG_APPLICATION_RESPONSIBLE,LG_OPERATION_TYPE,LG_OPERATION_FROM,LG_PROCESS_CODE,LG_SUBPROCESS_CODE,LG_LOG_TIME_TIMESTAMP
MySella,19243,,GBS07078,-1,07/08/2023 16:16:37,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 04.16.37.862000 PM
MySella,15646,,GBS05789,-1,07/08/2023 18:51:33,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 06.51.33.602000 PM
MySella,13000962,,GBS08319,-1,07/08/2023 15:12:55,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 03.12.55.473000 PM
MySella,6877,6877,BSEZ5,1063856,09/08/2023 12:00:37,,213.218.53.172,,INTRANET,DIPENDENTE,099828,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,09-AUG-23 12.00.37.647000 PM
MySella,19388,,GBS07139,-1,09/08/2023 13:54:23,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,09-AUG-23 01.54.23.757000 PM
MySella,13000467,,GBS07573,-1,07/08/2023 12:35:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 12.35.04.150000 PM
MySella,19175,,GBS07033,-1,07/08/2023 20:21:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 08.21.51.728000 PM
MySella,9193,,GBS04429,-1,07/08/2023 17:07:00,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 05.07.00.743000 PM
MySella,12119934,,GBS08257,-1,09/08/2023 09:06:43,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,09-AUG-23 09.06.43.748000 AM
MySella,13000332,,GBS07395,-1,07/08/2023 18:10:36,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 06.10.36.403000 PM
MySella,7758,,GBS03302,-1,09/08/2023 16:21:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,09-AUG-23 04.21.49.247000 PM
MySella,13000273,,GBS07977,-1,07/08/2023 10:25:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 10.25.56.365000 AM
MySella,13001544,,GBS08976,-1,07/08/2023 12:05:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,07-AUG-23 12.05.11.336000 PM
MySella,,13001627,BS684,12781872,14/08/2023 09:26:59,,213.218.53.172,,INTRANET,DIPENDENTE,0N48N4,,1,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,14-AUG-23 09.26.59.844000 AM
MySella,13001246,,GBS08635,-1,04/08/2023 17:33:33,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,04-AUG-23 05.33.33.699000 PM
MySella,4977,,GBS02585,-1,31/08/2023 20:34:25,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_AZIONI_MOD,,,,,,,,,,,SUCCESS,User updated the Instrument details from Piu rilevante,Gestione Amministrativa del Personale,SBAI062,dispositiva non contabile,Back-Office,,,31-AUG-23 08.34.25.492000 PM
MySella,19268,,GBS07095,-1,04/08/2023 16:35:46,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,04-AUG-23 04.35.46.053000 PM
MySella,7871,7871,BSML9,1375193,17/08/2023 14:21:06,,213.218.53.172,,INTRANET,DIPENDENTE,043843,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,17-AUG-23 02.21.06.855000 PM
MySella,,13001518,BS644,12746828,14/08/2023 08:57:07,,213.218.53.172,,INTRANET,DIPENDENTE,099F87,,1,RUMODHR_FLGT_CHILD,,,,,,,,,,,SUCCESS,Normal user enters the Provvidenza Figli page,Gestione Amministrativa del Personale,SBAI481,dispositiva non contabile,Back-Office,,,14-AUG-23 08.57.07.082000 AM
MySella,13001314,,GBS08717,-1,28/08/2023 09:38:58,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.38.58.389000 AM
MySella,7439,7439,BSIO5,2024009,28/08/2023 12:52:49,,213.218.53.172,,INTRANET,DIPENDENTE,099D67,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 12.52.49.313000 PM
MySella,17028,,GBS06318,-1,28/08/2023 12:13:11,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 12.13.11.040000 PM
MySella,13001546,,GBS08979,-1,10/08/2023 15:44:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,10-AUG-23 03.44.17.616000 PM
MySella,8930,,GBS07593,-1,28/08/2023 08:12:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 08.12.04.616000 AM
MySella,13001269,,GBS08664,-1,16/08/2023 15:59:31,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,16-AUG-23 03.59.31.235000 PM
MySella,9353,,GBS06275,-1,28/08/2023 09:32:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.32.51.475000 AM
MySella,13000335,,GBS07400,-1,30/08/2023 16:18:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,30-AUG-23 04.18.17.290000 PM
MySella,13000478,,GBS07584,-1,28/08/2023 09:15:02,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.15.02.792000 AM
MySella,6980,,GBS01561,-1,16/08/2023 11:46:23,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_AZIONI_MOD,,,,,,,,,,,SUCCESS,User updated the Instrument details from Piu rilevante,Gestione Amministrativa del Personale,SBAI062,dispositiva non contabile,Back-Office,,,16-AUG-23 11.46.23.170000 AM
MySella,5862,,GBS00419,-1,14/08/2023 08:16:02,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-AUG-23 08.16.02.493000 AM
MySella,13001092,,GBS08463,-1,28/08/2023 12:58:02,,87.9.219.244,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 12.58.02.555000 PM
MySella,13001233,,GBS08625,-1,28/08/2023 16:24:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 04.24.20.294000 PM
MySella,13001577,,GBS09009,-1,25/08/2023 10:22:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 10.22.38.905000 AM
MySella,5612,5612,BSI00,1516,01/08/2023 15:28:46,,213.218.53.172,,INTRANET,DIPENDENTE,099F71,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,01-AUG-23 03.28.46.310000 PM
MySella,14360,,GBS06786,-1,29/08/2023 11:01:50,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,29-AUG-23 11.01.50.768000 AM
MySella,18514,,GBS06952,-1,28/08/2023 09:21:30,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.21.30.239000 AM
MySella,9608,,GBS05488,-1,28/08/2023 09:53:19,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.53.19.615000 AM
MySella,13001252,,GBS08645,-1,28/08/2023 09:03:16,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.03.16.760000 AM
MySella,13000673,,GBS07937,-1,25/08/2023 09:07:50,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 09.07.50.414000 AM
MySella,13000826,,GBS08150,-1,25/08/2023 08:31:22,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.31.22.814000 AM
MySella,16675,,GBS07477,-1,29/08/2023 09:01:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,29-AUG-23 09.01.56.533000 AM
MySella,8256,,GBS02192,-1,08/08/2023 13:29:41,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,08-AUG-23 01.29.41.130000 PM
MySella,13001367,,GBS08777,-1,28/08/2023 08:56:01,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 08.56.01.997000 AM
MySella,14360,,GBS06786,-1,29/08/2023 11:02:07,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,29-AUG-23 11.02.07.950000 AM
MySella,,17983,STS551,11864714,23/08/2023 16:47:35,,213.218.53.172,,INTRANET,DIPGRUPPO,ST0202,,1483455,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,23-AUG-23 04.47.35.206000 PM
MySella,7488,,GBS02466,-1,25/08/2023 09:00:22,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 09.00.22.305000 AM
MySella,13000465,,GBS07572,-1,25/08/2023 08:54:04,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.54.04.222000 AM
MySella,5619,,GBS00323,-1,25/08/2023 08:06:13,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.06.13.988000 AM
MySella,10045,,GBS07992,-1,25/08/2023 11:53:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 11.53.09.265000 AM
MySella,13000917,,GBS09079,-1,28/08/2023 09:13:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.13.45.042000 AM
MySella,16331,,GBS06009,-1,08/08/2023 09:26:49,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,08-AUG-23 09.26.49.333000 AM
MySella,18173,,GBS06819,-1,25/08/2023 08:57:36,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.57.36.657000 AM
MySella,10885,,GBS08338,-1,28/08/2023 10:07:35,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 10.07.35.788000 AM
MySella,9967,,GBS07021,-1,29/08/2023 16:47:45,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,29-AUG-23 04.47.45.430000 PM
MySella,17669,17669,SIB559,11767365,28/08/2023 09:11:49,,213.218.53.172,,INTRANET,DIPENDENTE,099F79,,1367924,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.11.49.499000 AM
MySella,17508,,GBS06509,-1,25/08/2023 10:03:40,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 10.03.40.975000 AM
MySella,13001252,,GBS08645,-1,28/08/2023 09:03:34,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.03.34.395000 AM
MySella,13001233,,GBS08625,-1,28/08/2023 16:24:18,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 04.24.18.272000 PM
MySella,13001545,,GBS08978,-1,28/08/2023 13:01:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 01.01.09.166000 PM
MySella,17623,,GBS06563,-1,25/08/2023 11:38:38,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 11.38.38.649000 AM
MySella,16910,,GBS08919,-1,30/08/2023 16:31:56,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,30-AUG-23 04.31.56.760000 PM
MySella,7446,7446,BSIP3,2029754,23/08/2023 14:17:20,,213.218.53.172,,INTRANET,DIPENDENTE,099F26,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-AUG-23 02.17.20.045000 PM
MySella,,13000927,AX2102,12526566,23/08/2023 16:40:27,,213.218.53.172,,INTRANET,DIPENDENTE,AX0019,,10824272,RUMODHR_BORE_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per Scelta orario di lavoro,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,23-AUG-23 04.40.27.374000 PM
MySella,5726,5726,BSM26,1697,25/08/2023 12:54:04,,213.218.53.172,,INTRANET,DIPENDENTE,099F19,,1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 12.54.04.849000 PM
MySella,17669,17669,SIB559,11767365,28/08/2023 09:11:25,,213.218.53.172,,INTRANET,DIPENDENTE,099F79,,1367924,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,28-AUG-23 09.11.25.804000 AM
MySella,17467,,GBS06495,-1,23/08/2023 12:23:29,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,23-AUG-23 12.23.29.938000 PM
MySella,13000805,,GBS08125,-1,25/08/2023 10:43:51,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 10.43.51.963000 AM
MySella,,13001269,SIB689,12644704,28/08/2023 12:13:28,,213.218.53.172,,INTRANET,DIPENDENTE,006806,,1367924,RUMODHR_FNAZ_DETAILS,,,,,,,,,,,SUCCESS,Recupero dettagli utente per invio adesione Fondo Nazionale,Gestione Amministrativa del Personale,STS419,informativa,Back-Office,,,28-AUG-23 12.13.28.977000 PM
MySella,5251,,GBS01016,-1,25/08/2023 11:20:43,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 11.20.43.590000 AM
MySella,12081481,,GBS07750,-1,02/08/2023 17:01:57,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,02-AUG-23 05.01.57.068000 PM
MySella,12091784,,GBS07968,-1,25/08/2023 09:06:08,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 09.06.08.786000 AM
MySella,9802,,GBS08444,-1,25/08/2023 09:20:30,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 09.20.30.644000 AM
MySella,13000818,,GBS08984,-1,25/08/2023 15:57:50,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 03.57.50.162000 PM
MySella,17924,,GBS06720,-1,27/08/2023 21:13:20,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,27-AUG-23 09.13.20.851000 PM
MySella,7504,,GBS06489,-1,25/08/2023 06:49:12,,79.51.74.129,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 06.49.12.784000 AM
MySella,13001477,,GBS08897,-1,25/08/2023 08:35:17,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.35.17.110000 AM
MySella,13000388,,GBS07478,-1,25/08/2023 08:29:35,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_CED_DTS,,,,,,,,,,,SUCCESS,Dettaglio elenco Cedolini e CU disponibili al download,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.29.35.623000 AM
MySella,13000264,,GBS07307,-1,25/08/2023 08:41:09,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 08.41.09.771000 AM
MySella,7884,7884,BSNZ6,2053224,14/08/2023 11:11:04,,213.218.53.172,,INTRANET,DIPENDENTE,099F22,,1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,14-AUG-23 11.11.04.422000 AM
MySella,15679,,GBS05799,-1,25/08/2023 07:01:53,,213.218.53.172,,INTRANET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 07.01.53.590000 AM
MySella,6857,,GBS00691,-1,25/08/2023 09:22:35,,49.236.26.83,,INTERNET,Gateway,,,-1,RUMODHR_GET_CED_PDF,,,,,,,,,,,SUCCESS,Download PDF dalla sezione Cedolini,Gestione Amministrativa del Personale,CONK19,sola lettura,Back-Office,,,25-AUG-23 09.22.35.867000 AM
