order_id,material_name,material_code,quantity,unit_price,total_price,order_date,employee_id,status,region,is_free_text,Prediction,Probability,supplier
219,peeler,178457739-1,11,790,8690,2/3/2025,EMP-028,Closed,East,False,peeler,0.99,Everest Trade Solutions
219,dish soap dispenser,184484650-4,12,880,10560,7/8/2025,EMP-033,Open,West,False,soap holder,0.72,Everest Trade Solutions
219,soap holder,626212238-9,17,850,14450,8/9/2025,EMP-034,Closed,North,False,soap holder,0.82,Everest Trade Solutions
220,prestto cool--touch electric griddle,,8,280,2240,4/5/2025,EMP-030,Open,North,True,N,0.31,Everest Trade Solutions
220,television,544603778-2,1,770,770,3/4/2025,EMP-029,Cancelled,West,False,N,0.24,Everest Trade Solutions
220,soap holder,626212238-9,3,850,2550,6/7/2025,EMP-032,Cancelled,East,False,soap holder,0.82,Everest Trade Solutions
220,peeler,178457739-1,11,790,8690,6/7/2025,EMP-032,Cancelled,East,False,peeler,0.99,Everest Trade Solutions
220,soap holder,626212238-9,1,850,850,8/9/2025,EMP-034,Closed,North,False,soap holder,0.82,Everest Trade Solutions
220,soap holder,626212238-9,11,850,9350,4/5/2025,EMP-030,Open,North,False,soap holder,0.82,Everest Trade Solutions
220,dish soap dispenser,184484650-4,8,880,7040,6/7/2025,EMP-032,Cancelled,East,False,soap holder,0.72,Everest Trade Solutions
220,dish soap dispenser,184484650-4,4,880,3520,2/3/2025,EMP-028,Closed,East,False,soap holder,0.72,Everest Trade Solutions
221,dish soap dispenser,184484650-4,15,880,13200,5/6/2025,EMP-031,Closed,South,False,soap holder,0.72,Everest Trade Solutions
221,dish soap dispenser,184484650-4,8,880,7040,3/4/2025,EMP-029,Cancelled,West,False,soap holder,0.72,Everest Trade Solutions
221,calendar,165706419-0,19,940,17860,8/28/2025,EMP-025,Closed,West,False,N,0.4,Everest Trade Solutions
221,soap holder,626212238-9,2,850,1700,8/28/2025,EMP-025,Closed,West,False,soap holder,0.82,Everest Trade Solutions
221,dish soap dispenser,184484650-4,5,880,4400,9/1/2025,EMP-026,Cancelled,North,False,soap holder,0.72,Everest Trade Solutions
221,peeler,178457739-1,8,790,6320,9/1/2025,EMP-026,Cancelled,North,False,peeler,0.99,Everest Trade Solutions
222,dish soap dispenser,184484650-4,20,880,17600,6/7/2025,EMP-032,Cancelled,East,False,soap holder,0.72,Everest Trade Solutions
222,peeler,178457739-1,1,790,790,2/3/2025,EMP-028,Closed,East,False,peeler,0.99,Everest Trade Solutions
222,soap holder,626212238-9,7,850,5950,9/10/2025,EMP-035,Cancelled,South,False,soap holder,0.82,Everest Trade Solutions
222,dish soap dispenser,184484650-4,7,880,6160,5/6/2025,EMP-031,Closed,South,False,soap holder,0.72,Everest Trade Solutions
223,soap holder,626212238-9,17,850,14450,6/7/2025,EMP-032,Cancelled,East,False,soap holder,0.82,Everest Trade Solutions
223,dish soap dispenser,184484650-4,10,880,8800,9/20/2025,EMP-017,Cancelled,West,False,soap holder,0.72,Everest Trade Solutions
223,soap holder,626212238-9,7,850,5950,8/9/2025,EMP-034,Closed,North,False,soap holder,0.82,Everest Trade Solutions
223,peeler,178457739-1,13,790,10270,5/6/2025,EMP-031,Closed,South,False,peeler,0.99,Everest Trade Solutions
223,dish soap dispenser,184484650-4,7,880,6160,4/5/2025,EMP-030,Open,North,False,soap holder,0.72,Everest Trade Solutions
223,soap holder,626212238-9,4,850,3400,4/5/2025,EMP-030,Open,North,False,soap holder,0.82,Everest Trade Solutions
223,dish soap dispenser,184484650-4,2,880,1760,2/3/2025,EMP-028,Closed,East,False,soap holder,0.72,Everest Trade Solutions
223,peeler,178457739-1,6,790,4740,8/28/2025,EMP-025,Closed,West,False,peeler,0.99,Everest Trade Solutions
223,soap holder,626212238-9,5,850,4250,8/9/2025,EMP-034,Closed,North,False,soap holder,0.82,Everest Trade Solutions
224,curtains,025355772-0,8,760,6080,7/8/2025,EMP-033,Open,West,False,N,0.58,Everest Trade Solutions
224,peeler,,4,820,3280,4/5/2025,EMP-030,Open,North,True,peeler,0.99,Everest Trade Solutions
224,soap holder,626212238-9,14,850,11900,7/27/2025,EMP-024,Open,East,False,soap holder,0.82,Everest Trade Solutions
224,soap holder,626212238-9,17,850,14450,8/9/2025,EMP-034,Closed,North,False,soap holder,0.82,Everest Trade Solutions
224,spoon,522462286-7,19,650,12350,6/16/2025,EMP-041,Cancelled,West,False,N,0.51,Everest Trade Solutions
224,peeler,178457739-1,10,790,7900,3/4/2025,EMP-029,Cancelled,West,False,peeler,0.99,Everest Trade Solutions
225,soap holder,626212238-9,16,850,13600,9/10/2025,EMP-035,Cancelled,South,False,soap holder,0.82,Everest Trade Solutions
225,soap hfolder,,17,770,13090,2/12/2025,EMP-037,Closed,West,True,soap holder,0.65,Everest Trade Solutions
225,peeler,178457739-1,10,790,7900,3/4/2025,EMP-029,Cancelled,West,False,peeler,0.99,Everest Trade Solutions
225,peeler,178457739-1,3,790,2370,1/2/2025,EMP-027,Open,South,False,peeler,0.99,Everest Trade Solutions
226,soap holder,626212238-9,4,850,3400,6/7/2025,EMP-032,Cancelled,East,False,soap holder,0.82,Everest Trade Solutions
226,dish soap dispenser,184484650-4,6,880,5280,3/13/2025,EMP-038,Cancelled,North,False,soap holder,0.72,Everest Trade Solutions
226,dish soap dispenser,184484650-4,16,880,14080,3/4/2025,EMP-029,Cancelled,West,False,soap holder,0.72,Everest Trade Solutions
226,peeler,178457739-1,17,790,13430,7/8/2025,EMP-033,Open,West,False,peeler,0.99,Everest Trade Solutions
226,soap holder,626212238-9,1,850,850,1/11/2025,EMP-036,Open,East,False,soap holder,0.82,Everest Trade Solutions
226,dish soap dispenser,184484650-4,10,880,8800,6/26/2025,EMP-023,Cancelled,South,False,soap holder,0.72,Everest Trade Solutions
226,dish soap dispenser,184484650-4,10,880,8800,7/8/2025,EMP-033,Open,West,False,soap holder,0.72,Everest Trade Solutions
227,dish soap dispenser,184484650-4,15,880,13200,2/3/2025,EMP-028,Closed,East,False,soap holder,0.72,Everest Trade Solutions
227,peeler,178457739-1,13,790,10270,1/2/2025,EMP-027,Open,South,False,peeler,0.99,Everest Trade Solutions
227,peeler,178457739-1,9,790,7110,4/5/2025,EMP-030,Open,North,False,peeler,0.99,Everest Trade Solutions
227,dish soap dispenser,184484650-4,10,880,8800,2/3/2025,EMP-028,Closed,East,False,soap holder,0.72,Everest Trade Solutions
227,dish soap dispenser,184484650-4,6,880,5280,8/9/2025,EMP-034,Closed,North,False,soap holder,0.72,Everest Trade Solutions
227,armoire,,15,680,10200,8/28/2025,EMP-025,Closed,West,True,dresser,0.63,Everest Trade Solutions
228,automatic soap dispenser,,3,840,2520,8/9/2025,EMP-034,Closed,North,True,soap holder,0.78,Everest Trade Solutions
228,bar soap tray,,6,230,1380,9/1/2025,EMP-026,Cancelled,North,True,soap holder,0.92,Everest Trade Solutions
228,bathroom soap holder,,7,640,4480,9/10/2025,EMP-035,Cancelled,South,True,soap holder,0.95,Everest Trade Solutions
228,bathroom soap rack,,6,880,5280,1/2/2025,EMP-027,Open,South,True,soap holder,0.7,Everest Trade Solutions
229,bedroom storage,,10,320,3200,3/4/2025,EMP-029,Cancelled,West,True,dresser,0.71,Everest Trade Solutions
229,blade peeler,,17,570,9690,1/2/2025,EMP-027,Open,South,True,peeler,0.87,Everest Trade Solutions
229,bureau,,7,330,2310,4/5/2025,EMP-030,Open,North,True,dresser,0.65,Everest Trade Solutions
229,chest of drawers,,3,580,1740,7/8/2025,EMP-033,Open,West,True,dresser,0.75,Everest Trade Solutions
229,concentrated soap,,7,660,4620,8/28/2025,EMP-025,Closed,West,True,soap holder,0.65,Everest Trade Solutions
229,decorative soap dispenser,,7,450,3150,4/5/2025,EMP-030,Open,North,True,soap holder,0.79,Everest Trade Solutions
229,drawer chest,,19,850,16150,7/8/2025,EMP-033,Open,West,True,dresser,0.73,Everest Trade Solutions
230,ergonomic peeler,,15,360,5400,2/12/2025,EMP-037,Closed,West,True,peeler,0.98,Everest Trade Solutions
230,foaming soap pump,,8,460,3680,9/10/2025,EMP-035,Cancelled,South,True,soap holder,0.76,Everest Trade Solutions
230,fruit peeler,,1,480,480,4/24/2025,EMP-021,Open,West,True,peeler,0.99,Everest Trade Solutions
230,hand soap pump,,11,290,3190,1/11/2025,EMP-036,Open,East,True,soap holder,0.71,Everest Trade Solutions
230,handheld peeler,,8,180,1440,6/7/2025,EMP-032,Cancelled,East,True,peeler,0.97,Everest Trade Solutions
231,liquid soap dispenser,,10,360,3600,7/8/2025,EMP-033,Open,West,True,soap holder,0.85,Everest Trade Solutions
231,liquid soap holder,,5,470,2350,9/1/2025,EMP-026,Cancelled,North,True,soap holder,0.87,Everest Trade Solutions
231,minimalist soap rest,,19,800,15200,7/27/2025,EMP-024,Open,East,True,soap holder,0.79,Everest Trade Solutions
231,modern soap dispenser,,9,310,2790,8/9/2025,EMP-034,Closed,North,True,soap holder,0.84,Everest Trade Solutions
231,potato peeler,,10,170,1700,6/7/2025,EMP-032,Cancelled,East,True,peeler,1,Everest Trade Solutions
232,precision peeler,,11,820,9020,9/1/2025,EMP-026,Cancelled,North,True,peeler,0.99,Everest Trade Solutions
232,refillable soap container,,13,510,6630,7/27/2025,EMP-024,Open,East,True,soap holder,0.8,Everest Trade Solutions
232,shower soap holder,,19,350,6650,8/28/2025,EMP-025,Closed,West,True,soap holder,0.84,Everest Trade Solutions
233,soap dish,,16,500,8000,8/28/2025,EMP-025,Closed,West,True,soap holder,0.86,Everest Trade Solutions
233,soap saver,,7,420,2940,2/12/2025,EMP-037,Closed,West,True,soap holder,0.83,Everest Trade Solutions
233,stain-fighting soap,,1,420,420,8/9/2025,EMP-034,Closed,North,True,soap holder,0.63,Everest Trade Solutions
233,stainless steel peeler,,19,890,16910,6/16/2025,EMP-041,Cancelled,West,True,peeler,0.95,Everest Trade Solutions
233,stainless steel soap holder,,12,420,5040,5/6/2025,EMP-031,Closed,South,True,soap holder,0.92,Everest Trade Solutions
234,tallboy,,13,390,5070,3/13/2025,EMP-038,Cancelled,North,True,dresser,0.62,Everest Trade Solutions
234,touchless soap pump,,16,380,6080,7/27/2025,EMP-024,Open,East,True,soap holder,0.77,Everest Trade Solutions
234,travel soap case,,5,310,1550,3/23/2025,EMP-020,Cancelled,East,True,soap holder,0.87,Everest Trade Solutions
234,vanity storage,,3,730,2190,6/7/2025,EMP-032,Cancelled,East,True,dresser,0.61,Everest Trade Solutions
235,vegetable peeler,,14,800,11200,6/7/2025,EMP-032,Cancelled,East,True,peeler,0.99,Everest Trade Solutions
235,wall-mounted soap dish,,18,730,13140,5/25/2025,EMP-022,Closed,North,True,soap holder,0.95,Everest Trade Solutions
235,wardrobe cabinet,,15,530,7950,9/10/2025,EMP-035,Cancelled,South,True,dresser,0.64,Everest Trade Solutions
235,wooden soap tray,,3,480,1440,6/26/2025,EMP-023,Cancelled,South,True,soap holder,0.92,Everest Trade Solutions
235,y-peeler,,9,990,8910,2/3/2025,EMP-028,Closed,East,True,peeler,0.99,Everest Trade Solutions
236,keys,080446485-5,12,810,9720,6/26/2025,EMP-023,Cancelled,South,False,keys,1,Gamma Distributors Inc.
236,curtains,025355772-0,16,760,12160,4/5/2025,EMP-030,Open,North,False,N,0.58,Gamma Distributors Inc.
236,clteaenr,,15,380,5700,1/2/2025,EMP-027,Open,South,True,N,0.11,Gamma Distributors Inc.
236,paperweight,679193403-4,10,790,7900,7/8/2025,EMP-033,Open,West,False,N,0.29,Gamma Distributors Inc.
236,sponges,510683927-0,6,530,3180,6/26/2025,EMP-023,Cancelled,South,False,N,0.11,Gamma Distributors Inc.
236,dustpan,643930835-1,16,640,10240,3/4/2025,EMP-029,Cancelled,West,False,N,0.11,Gamma Distributors Inc.
236,hairdryer,444723983-3,4,780,3120,6/7/2025,EMP-032,Cancelled,East,False,N,0.11,Gamma Distributors Inc.
236,bathrobe,538526465-2,1,800,800,6/26/2025,EMP-023,Cancelled,South,False,N,0.11,Gamma Distributors Inc.
236,rack,454818773-1,14,720,10080,5/25/2025,EMP-022,Closed,North,False,rack,0.94,Gamma Distributors Inc.
237,rpintepr,,13,590,7670,6/26/2025,EMP-023,Cancelled,South,True,N,0.11,Gamma Distributors Inc.
237,keys,080446485-5,18,810,14580,2/3/2025,EMP-028,Closed,East,False,keys,1,Gamma Distributors Inc.
237,keys,080446485-5,10,810,8100,4/5/2025,EMP-030,Open,North,False,keys,1,Gamma Distributors Inc.
237,luggage,031900911-4,17,520,8840,2/3/2025,EMP-028,Closed,East,False,N,0.36,Gamma Distributors Inc.
237,rack,454818773-1,16,720,11520,4/5/2025,EMP-030,Open,North,False,rack,0.94,Gamma Distributors Inc.
238,rack,454818773-1,16,720,11520,5/15/2025,EMP-040,Closed,East,False,rack,0.94,Gamma Distributors Inc.
238,keys,080446485-5,3,810,2430,1/2/2025,EMP-027,Open,South,False,keys,1,Gamma Distributors Inc.
238,keys,080446485-5,14,810,11340,2/3/2025,EMP-028,Closed,East,False,keys,1,Gamma Distributors Inc.
238,keys,080446485-5,5,810,4050,9/1/2025,EMP-026,Cancelled,North,False,keys,1,Gamma Distributors Inc.
238,rack,454818773-1,13,720,9360,7/8/2025,EMP-033,Open,West,False,rack,0.94,Gamma Distributors Inc.
239,keys,080446485-5,14,810,11340,1/11/2025,EMP-036,Open,East,False,keys,1,Gamma Distributors Inc.
239,rack,454818773-1,7,720,5040,3/4/2025,EMP-029,Cancelled,West,False,rack,0.94,Gamma Distributors Inc.
239,keys,080446485-5,17,810,13770,1/11/2025,EMP-036,Open,East,False,keys,1,Gamma Distributors Inc.
239,keys,080446485-5,13,810,10530,2/3/2025,EMP-028,Closed,East,False,keys,1,Gamma Distributors Inc.
239,rack,454818773-1,6,720,4320,2/3/2025,EMP-028,Closed,East,False,rack,0.94,Gamma Distributors Inc.
239,keys,080446485-5,9,810,7290,7/8/2025,EMP-033,Open,West,False,keys,1,Gamma Distributors Inc.
239,keys,080446485-5,16,810,12960,6/26/2025,EMP-023,Cancelled,South,False,keys,1,Gamma Distributors Inc.
240,keys,080446485-5,20,810,16200,9/10/2025,EMP-035,Cancelled,South,False,keys,1,Gamma Distributors Inc.
240,rack,454818773-1,12,720,8640,4/14/2025,EMP-039,Open,South,False,rack,0.94,Gamma Distributors Inc.
240,keys,080446485-5,18,810,14580,9/1/2025,EMP-026,Cancelled,North,False,keys,1,Gamma Distributors Inc.
241,rack,454818773-1,20,720,14400,9/1/2025,EMP-026,Cancelled,North,False,rack,0.94,Gamma Distributors Inc.
241,rack,454818773-1,9,720,6480,3/4/2025,EMP-029,Cancelled,West,False,rack,0.94,Gamma Distributors Inc.
241,rack,454818773-1,15,720,10800,4/5/2025,EMP-030,Open,North,False,rack,0.94,Gamma Distributors Inc.
241,spoon,522462286-7,7,650,4550,5/6/2025,EMP-031,Closed,South,False,N,0.51,Gamma Distributors Inc.
241,peler,,16,220,3520,6/26/2025,EMP-023,Cancelled,South,True,N,0.11,Gamma Distributors Inc.
241,rack,454818773-1,9,720,6480,9/10/2025,EMP-035,Cancelled,South,False,rack,0.94,Gamma Distributors Inc.
241,keys,080446485-5,9,810,7290,4/5/2025,EMP-030,Open,North,False,keys,1,Gamma Distributors Inc.
241,rack,454818773-1,16,720,11520,7/27/2025,EMP-024,Open,East,False,rack,0.94,Gamma Distributors Inc.
241,keys,080446485-5,14,810,11340,3/4/2025,EMP-029,Cancelled,West,False,keys,1,Gamma Distributors Inc.
243,closet,594390988-5,7,940,6580,2/3/2025,EMP-028,Closed,East,False,N,0.23,Gamma Distributors Inc.
243,keys,080446485-5,10,810,8100,1/11/2025,EMP-036,Open,East,False,keys,1,Gamma Distributors Inc.
243,keys,080446485-5,5,810,4050,7/8/2025,EMP-033,Open,West,False,keys,1,Gamma Distributors Inc.
243,rack,454818773-1,10,720,7200,5/25/2025,EMP-022,Closed,North,False,rack,0.94,Gamma Distributors Inc.
243,keys,080446485-5,1,810,810,7/27/2025,EMP-024,Open,East,False,keys,1,Gamma Distributors Inc.
243,keys,080446485-5,13,810,10530,5/25/2025,EMP-022,Closed,North,False,keys,1,Gamma Distributors Inc.
243,notebook,248047095-4,3,930,2790,2/3/2025,EMP-028,Closed,East,False,N,0.59,Gamma Distributors Inc.
244,rack,454818773-1,19,720,13680,6/7/2025,EMP-032,Cancelled,East,False,rack,0.94,Gamma Distributors Inc.
244,rack,454818773-1,18,720,12960,6/7/2025,EMP-032,Cancelled,East,False,rack,0.94,Gamma Distributors Inc.
244,rack,454818773-1,15,720,10800,5/6/2025,EMP-031,Closed,South,False,rack,0.94,Gamma Distributors Inc.
244,rack,454818773-1,2,720,1440,1/2/2025,EMP-027,Open,South,False,rack,0.94,Gamma Distributors Inc.
244,keys,080446485-5,19,810,15390,8/9/2025,EMP-034,Closed,North,False,keys,1,Gamma Distributors Inc.
245,dustpan,643930835-1,10,640,6400,3/13/2025,EMP-038,Cancelled,North,False,N,0.11,Gamma Distributors Inc.
245,rack,454818773-1,10,720,7200,1/2/2025,EMP-027,Open,South,False,rack,0.94,Gamma Distributors Inc.
245,keys,080446485-5,8,810,6480,2/3/2025,EMP-028,Closed,East,False,keys,1,Gamma Distributors Inc.
245,calendar,165706419-0,19,940,17860,1/11/2025,EMP-036,Open,East,False,N,0.4,Gamma Distributors Inc.
245,rack,454818773-1,11,720,7920,9/1/2025,EMP-026,Cancelled,North,False,rack,0.94,Gamma Distributors Inc.
245,msagnexts,,2,710,1420,3/4/2025,EMP-029,Cancelled,West,True,N,0.11,Gamma Distributors Inc.
246,keys,080446485-5,6,810,4860,3/4/2025,EMP-029,Cancelled,West,False,keys,1,Gamma Distributors Inc.
246,cosori smart 5.8-quart air fryer,,20,730,14600,5/25/2025,EMP-022,Closed,North,True,N,0.29,Gamma Distributors Inc.
246,rack,454818773-1,18,720,12960,1/11/2025,EMP-036,Open,East,False,rack,0.94,Gamma Distributors Inc.
246,keys,080446485-5,4,810,3240,9/1/2025,EMP-026,Cancelled,North,False,keys,1,Gamma Distributors Inc.
246,rack,454818773-1,12,720,8640,2/3/2025,EMP-028,Closed,East,False,rack,0.94,Gamma Distributors Inc.
247,rack,454818773-1,14,720,10080,9/1/2025,EMP-026,Cancelled,North,False,rack,0.94,Gamma Distributors Inc.
247,keys,080446485-5,13,810,10530,5/15/2025,EMP-040,Closed,East,False,keys,1,Gamma Distributors Inc.
247,rack,454818773-1,1,720,720,7/8/2025,EMP-033,Open,West,False,rack,0.94,Gamma Distributors Inc.
247,keys,080446485-5,14,810,11340,8/9/2025,EMP-034,Closed,North,False,keys,1,Gamma Distributors Inc.
247,rack,454818773-1,18,720,12960,5/25/2025,EMP-022,Closed,North,False,rack,0.94,Gamma Distributors Inc.
247,keys,080446485-5,4,810,3240,4/5/2025,EMP-030,Open,North,False,keys,1,Gamma Distributors Inc.
247,book,568190630-2,5,580,2900,4/5/2025,EMP-030,Open,North,False,N,0.21,Gamma Distributors Inc.
248,keys,080446485-5,8,810,6480,5/6/2025,EMP-031,Closed,South,False,keys,1,Gamma Distributors Inc.
248,keys,080446485-5,8,810,6480,6/7/2025,EMP-032,Cancelled,East,False,keys,1,Gamma Distributors Inc.
248,keys,080446485-5,9,810,7290,9/1/2025,EMP-026,Cancelled,North,False,keys,1,Gamma Distributors Inc.
248,rack,454818773-1,13,720,9360,3/4/2025,EMP-029,Cancelled,West,False,rack,0.94,Gamma Distributors Inc.
248,rack,454818773-1,3,720,2160,5/6/2025,EMP-031,Closed,South,False,rack,0.94,Gamma Distributors Inc.
248,refrigerator,282374831-8,10,580,5800,9/1/2025,EMP-026,Cancelled,North,False,N,0.11,Gamma Distributors Inc.
248,rack,454818773-1,11,720,7920,2/3/2025,EMP-028,Closed,East,False,rack,0.94,Gamma Distributors Inc.
248,calendar,165706419-0,9,940,8460,7/27/2025,EMP-024,Open,East,False,N,0.4,Gamma Distributors Inc.
248,keys,080446485-5,17,810,13770,7/8/2025,EMP-033,Open,West,False,keys,1,Gamma Distributors Inc.
249,rack,454818773-1,9,720,6480,4/5/2025,EMP-030,Open,North,False,rack,0.94,Gamma Distributors Inc.
249,keys,080446485-5,3,810,2430,3/23/2025,EMP-020,Cancelled,East,False,keys,1,Gamma Distributors Inc.
249,rack,454818773-1,6,720,4320,5/6/2025,EMP-031,Closed,South,False,rack,0.94,Gamma Distributors Inc.
249,keyr,,5,700,3500,6/26/2025,EMP-023,Cancelled,South,True,N,0.11,Gamma Distributors Inc.
250,keys,080446485-5,6,810,4860,9/1/2025,EMP-026,Cancelled,North,False,keys,1,Gamma Distributors Inc.
250,rack,454818773-1,6,720,4320,9/1/2025,EMP-026,Cancelled,North,False,rack,0.94,Gamma Distributors Inc.
250,rack,454818773-1,19,720,13680,4/5/2025,EMP-030,Open,North,False,rack,0.94,Gamma Distributors Inc.
250,keys,080446485-5,7,810,5670,2/3/2025,EMP-028,Closed,East,False,keys,1,Gamma Distributors Inc.
251,keys,080446485-5,1,810,810,5/6/2025,EMP-031,Closed,South,False,keys,1,Gamma Distributors Inc.
251,keys,080446485-5,16,810,12960,4/5/2025,EMP-030,Open,North,False,keys,1,Gamma Distributors Inc.
251,keys,080446485-5,12,810,9720,4/5/2025,EMP-030,Open,North,False,keys,1,Gamma Distributors Inc.
251,keys,080446485-5,8,810,6480,1/2/2025,EMP-027,Open,South,False,keys,1,Gamma Distributors Inc.
252,scuop,,12,730,8760,2/3/2025,EMP-028,Closed,East,True,N,0.11,Gamma Distributors Inc.
252,rack,454818773-1,5,720,3600,3/4/2025,EMP-029,Cancelled,West,False,rack,0.94,Gamma Distributors Inc.
252,notebook,248047095-4,19,930,17670,6/7/2025,EMP-032,Cancelled,East,False,N,0.59,Gamma Distributors Inc.
253,adjustable towel rack,,12,710,8520,7/27/2025,EMP-024,Open,East,True,rack,0.87,Gamma Distributors Inc.
253,book holder,,13,540,7020,2/22/2025,EMP-019,Closed,South,True,rack,0.71,Gamma Distributors Inc.
253,car keys,,13,660,8580,3/23/2025,EMP-020,Cancelled,East,True,keys,1,Gamma Distributors Inc.
253,closet rack,,12,620,7440,5/25/2025,EMP-022,Closed,North,True,rack,0.98,Gamma Distributors Inc.
253,countertop dish rack,,12,730,8760,5/6/2025,EMP-031,Closed,South,True,rack,0.99,Gamma Distributors Inc.
253,cutlery holder,,1,210,210,6/26/2025,EMP-023,Cancelled,South,True,rack,0.64,Gamma Distributors Inc.
254,decorative rack,,18,250,4500,3/4/2025,EMP-029,Cancelled,West,True,rack,0.97,Gamma Distributors Inc.
254,dish drainer,,14,860,12040,4/5/2025,EMP-030,Open,North,True,rack,0.71,Gamma Distributors Inc.
255,display rack,,2,900,1800,3/4/2025,EMP-029,Cancelled,West,True,rack,0.95,Gamma Distributors Inc.
255,door keys,,13,530,6890,7/8/2025,EMP-033,Open,West,True,keys,1,Gamma Distributors Inc.
255,drying rack,,7,100,700,6/7/2025,EMP-032,Cancelled,East,True,rack,0.94,Gamma Distributors Inc.
255,foldable rack,,18,520,9360,5/6/2025,EMP-031,Closed,South,True,rack,0.98,Gamma Distributors Inc.
255,heated towel rack,,6,470,2820,9/1/2025,EMP-026,Cancelled,North,True,rack,0.78,Gamma Distributors Inc.
256,house keys,,19,490,9310,7/8/2025,EMP-033,Open,West,True,keys,0.98,Gamma Distributors Inc.
256,keychain items,,13,830,10790,2/12/2025,EMP-037,Closed,West,True,keys,0.63,Gamma Distributors Inc.
256,kitchen rack,,17,570,9690,7/27/2025,EMP-024,Open,East,True,rack,0.98,Gamma Distributors Inc.
256,lockset,,9,940,8460,4/24/2025,EMP-021,Open,West,True,keys,0.63,Gamma Distributors Inc.
256,metal keys,,18,700,12600,3/4/2025,EMP-029,Cancelled,West,True,keys,0.99,Gamma Distributors Inc.
256,metal shoe rack,,5,680,3400,3/4/2025,EMP-029,Cancelled,West,True,rack,1,Gamma Distributors Inc.
257,minimalist towel rail,,11,840,9240,8/9/2025,EMP-034,Closed,North,True,rack,0.69,Gamma Distributors Inc.
257,newspaper rack,,4,420,1680,5/6/2025,EMP-031,Closed,South,True,rack,0.98,Gamma Distributors Inc.
257,office keys,,5,510,2550,4/24/2025,EMP-021,Open,West,True,keys,1,Gamma Distributors Inc.
257,office magazine stand,,10,710,7100,8/9/2025,EMP-034,Closed,North,True,rack,0.72,Gamma Distributors Inc.
257,over-the-door towel rack,,10,440,4400,2/3/2025,EMP-028,Closed,East,True,rack,0.89,Gamma Distributors Inc.
257,padlock keys,,11,470,5170,1/11/2025,EMP-036,Open,East,True,keys,1,Gamma Distributors Inc.
257,periodical stand,,16,360,5760,5/6/2025,EMP-031,Closed,South,True,rack,0.74,Gamma Distributors Inc.
258,plate rack,,11,350,3850,9/1/2025,EMP-026,Cancelled,North,True,rack,0.96,Gamma Distributors Inc.
258,reading material holder,,15,500,7500,1/2/2025,EMP-027,Open,South,True,rack,0.7,Gamma Distributors Inc.
258,security keys,,10,480,4800,4/24/2025,EMP-021,Open,West,True,keys,1,Gamma Distributors Inc.
259,shelving unit,,13,150,1950,6/26/2025,EMP-023,Cancelled,South,True,rack,0.65,Gamma Distributors Inc.
259,shoe shelf,,14,960,13440,5/25/2025,EMP-022,Closed,North,True,rack,0.65,Gamma Distributors Inc.
259,shoe stand,,7,800,5600,2/3/2025,EMP-028,Closed,East,True,rack,0.69,Gamma Distributors Inc.
259,shoe storage,,8,680,5440,7/8/2025,EMP-033,Open,West,True,rack,0.7,Gamma Distributors Inc.
259,soft shoes,,13,180,2340,9/1/2025,EMP-026,Cancelled,North,True,N,0.32,Gamma Distributors Inc.
259,space-saving rack,,6,900,5400,4/24/2025,EMP-021,Open,West,True,rack,0.94,Gamma Distributors Inc.
259,spare keys,,11,370,4070,8/28/2025,EMP-025,Closed,West,True,keys,1,Gamma Distributors Inc.
260,stacking shoe rack,,14,130,1820,4/5/2025,EMP-030,Open,North,True,rack,0.97,Gamma Distributors Inc.
260,tiered rack,,5,250,1250,6/7/2025,EMP-032,Cancelled,East,True,rack,0.98,Gamma Distributors Inc.
260,towel hanger,,8,560,4480,4/5/2025,EMP-030,Open,North,True,rack,0.65,Gamma Distributors Inc.
260,towel rod,,10,750,7500,8/9/2025,EMP-034,Closed,North,True,rack,0.75,Gamma Distributors Inc.
260,towel shelf,,17,800,13600,3/23/2025,EMP-020,Cancelled,East,True,rack,0.74,Gamma Distributors Inc.
260,utensil rack,,18,120,2160,2/12/2025,EMP-037,Closed,West,True,rack,0.95,Gamma Distributors Inc.
260,wastebasket,,7,990,6930,8/9/2025,EMP-034,Closed,North,True,N,0.58,Gamma Distributors Inc.
260,wire rack,,6,540,3240,6/7/2025,EMP-032,Cancelled,East,True,rack,0.97,Gamma Distributors Inc.
260,wooden rack,,3,250,750,3/4/2025,EMP-029,Cancelled,West,True,rack,1,Gamma Distributors Inc.
260,wooden shoe stand,,15,750,11250,7/27/2025,EMP-024,Open,East,True,rack,0.63,Gamma Distributors Inc.
261,garbage bags,808418777-5,18,630,11340,8/9/2025,EMP-034,Closed,North,False,garbage bags,0.98,Horizon Supply Partners
261,garbage bags,808418777-5,20,630,12600,4/5/2025,EMP-030,Open,North,False,garbage bags,0.98,Horizon Supply Partners
261,microwave,340193091-5,16,820,13120,9/1/2025,EMP-026,Cancelled,North,False,microwave,0.96,Horizon Supply Partners
261,microwave,340193091-5,7,820,5740,2/12/2025,EMP-037,Closed,West,False,microwave,0.96,Horizon Supply Partners
262,shower,225448060-X,4,520,2080,3/4/2025,EMP-029,Cancelled,West,False,shower,0.86,Horizon Supply Partners
262,garbage bags,808418777-5,18,630,11340,3/4/2025,EMP-029,Cancelled,West,False,garbage bags,0.98,Horizon Supply Partners
263,garlic press,900394976-X,14,870,12180,6/26/2025,EMP-023,Cancelled,South,False,N,0.25,Horizon Supply Partners
